"Area_unit","AGE_0_4","AGE_5_9","AGE_10_14","AGE_15_19","AGE_20_24","AGE_25_29","AGE_30_34","AGE_35_39","AGE_40_44","AGE_45_49","AGE_50_54","AGE_55_59","AGE_60_64","AGE_65_OVER","AGE_TOTAL","AGE_10_14_im","AGE_15_19_im","AGE_20_24_im","AGE_25_29_im","AGE_30_34_im","AGE_35_39_im","AGE_40_44_im","AGE_45_49_im","AGE_50_54_im","AGE_55_59_im","AGE_60_64_im","AGE_65_OVER_im","AGE_TOTAL_im","AGE_TOTAL_hayman","Percent_Immune"
"Willis Street-Cambridge Terrace",93,60,78,843,1968,1440,891,441,327,255,273,231,183,243,7329,62.868,689.574,1546.848,1244.16,819.72,405.72,300.84,234.6,181.584,228.69,181.17,240.57,6136.344,7173,0.855478042659975
"Wellington City-Marinas",0,0,0,3,0,0,3,6,3,3,3,0,6,6,36,0,2.454,0,0,2.76,5.52,2.76,2.76,1.656,0,5.94,5.94,29.79,33,0.902727272727273
"Aro Street-Nairn Street",99,78,69,687,918,504,366,222,168,156,135,138,153,210,3897,55.614,561.966,721.548,435.456,336.72,204.24,154.56,143.52,101.844,136.62,151.47,207.9,3211.458,3726,0.86190499194847
"Mt Cook-Wallace Street",141,105,93,861,1476,702,483,306,192,171,165,108,114,195,5112,74.958,704.298,1160.136,606.528,444.36,281.52,176.64,157.32,127.908,106.92,112.86,193.05,4146.498,4866,0.852136868064118
"Mt Victoria West",165,135,141,234,885,1053,645,399,315,288,285,225,243,393,5403,113.646,191.412,695.61,909.792,593.4,367.08,289.8,264.96,213.156,222.75,240.57,389.07,4491.246,5106,0.879601645123384
"Glenside North",27,18,12,18,42,42,39,27,33,21,18,24,9,21,345,9.672,14.724,33.012,36.288,35.88,24.84,30.36,19.32,14.688,23.76,8.91,20.79,272.244,306,0.889686274509804
"Churton Park North",177,234,246,225,147,120,147,180,267,306,255,186,129,267,2889,198.276,184.05,115.542,103.68,135.24,165.6,245.64,281.52,238.176,184.14,127.71,264.33,2243.904,2475,0.906627878787879
"Churton Park South",234,237,219,225,195,162,204,243,282,276,273,201,192,291,3237,176.514,184.05,153.27,139.968,187.68,223.56,259.44,253.92,237.42,198.99,190.08,288.09,2492.982,2763,0.902273615635179
"Grenada North",36,33,30,24,18,24,24,33,18,24,12,24,18,27,348,24.18,19.632,14.148,20.736,22.08,30.36,16.56,22.08,18.504,23.76,17.82,26.73,256.59,276,0.929673913043478
"Grenada Village",117,72,87,84,63,102,120,120,114,114,78,78,39,63,1248,70.122,68.712,49.518,88.128,110.4,110.4,104.88,104.88,77.508,77.22,38.61,62.37,962.748,1062,0.906542372881356
"Newlands East",54,36,30,48,39,60,66,66,63,69,51,42,42,48,708,24.18,39.264,30.654,51.84,60.72,60.72,57.96,63.48,40.032,41.58,41.58,47.52,559.53,624,0.896682692307692
"Takapu",15,27,33,30,9,6,3,12,30,33,42,21,12,27,303,26.598,24.54,7.074,5.184,2.76,11.04,27.6,30.36,36.252,20.79,11.88,26.73,230.808,258,0.894604651162791
"Horokiwi",9,9,18,9,9,6,6,9,15,30,24,18,9,12,180,14.508,7.362,7.074,5.184,5.52,8.28,13.8,27.6,20.376,17.82,8.91,11.88,148.314,165,0.898872727272727
"Johnsonville North",171,123,105,108,117,123,153,180,153,138,123,90,78,195,1857,84.63,88.344,91.962,106.272,140.76,165.6,140.76,126.96,109.476,89.1,77.22,193.05,1414.134,1563,0.904756238003839
"Johnsonville Central",303,267,234,207,228,285,327,348,309,282,231,180,135,399,3738,188.604,169.326,179.208,246.24,300.84,320.16,284.28,259.44,220.176,178.2,133.65,395.01,2875.134,3165,0.908415165876777
"Paparangi West",87,75,63,63,63,81,96,78,102,75,75,45,51,162,1113,50.778,51.534,49.518,69.984,88.32,71.76,93.84,69,66.348,44.55,50.49,160.38,866.502,954,0.908283018867925
"Johnsonville East",72,66,45,48,63,114,90,75,90,69,63,48,24,102,969,36.27,39.264,49.518,98.496,82.8,69,82.8,63.48,52.596,47.52,23.76,100.98,746.484,831,0.898296028880866
"Paparangi",144,129,120,111,93,111,141,132,174,138,114,72,63,180,1725,96.72,90.798,73.098,95.904,129.72,121.44,160.08,126.96,110.448,71.28,62.37,178.2,1317.018,1449,0.908915113871636
"Woodridge",126,102,87,75,66,87,144,153,159,99,69,63,42,60,1329,70.122,61.35,51.876,75.168,132.48,140.76,146.28,91.08,72.54,62.37,41.58,59.4,1005.006,1104,0.910331521739131
"Newlands North",219,177,153,165,204,219,267,240,192,207,183,120,114,195,2658,123.318,134.97,160.344,189.216,245.64,220.8,176.64,190.44,161.604,118.8,112.86,193.05,2027.682,2259,0.897601593625498
"Newlands South",309,249,237,273,243,264,345,279,309,303,234,180,144,330,3696,191.022,223.314,190.998,228.096,317.4,256.68,284.28,278.76,223.02,178.2,142.56,326.7,2841.03,3141,0.904498567335243
"Ngauranga East",3,0,3,3,6,6,0,3,3,0,6,3,3,0,42,2.418,2.454,4.716,5.184,0,2.76,2.76,0,4.5,2.97,2.97,0,30.732,36,0.853666666666667
"Raroa",285,222,237,228,213,228,324,285,273,264,234,156,180,597,3729,191.022,186.504,167.418,196.992,298.08,262.2,251.16,242.88,223.02,154.44,178.2,591.03,2942.946,3219,0.914242311276794
"Khandallah Park-Broadmeadows",147,180,243,192,132,105,165,189,249,234,273,189,159,336,2796,195.858,157.056,103.752,90.72,151.8,173.88,229.08,215.28,246.924,187.11,157.41,332.64,2241.51,2466,0.908965936739659
"Te Kainga",213,273,270,207,177,159,159,273,327,279,321,312,255,543,3765,217.62,169.326,139.122,137.376,146.28,251.16,300.84,256.68,284.112,308.88,252.45,537.57,3001.416,3282,0.914508226691042
"Ngauranga West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rangoon Heights",204,204,168,126,123,108,159,219,237,243,204,147,135,234,2514,135.408,103.068,96.678,93.312,146.28,201.48,218.04,223.56,179.136,145.53,133.65,231.66,1907.802,2103,0.907181169757489
"Awarua",267,252,207,156,144,138,213,303,294,294,264,198,147,279,3156,166.842,127.608,113.184,119.232,195.96,278.76,270.48,270.48,227.7,196.02,145.53,276.21,2388.006,2637,0.905576791808874
"Ngaio South",288,288,228,174,117,126,204,285,357,288,240,168,132,246,3141,183.768,142.332,91.962,108.864,187.68,262.2,328.44,264.96,222.768,166.32,130.68,243.54,2333.514,2565,0.909752046783626
"Kaiwharawhara",9,3,9,6,12,15,6,9,12,9,18,15,15,12,144,7.254,4.908,9.432,12.96,5.52,8.28,11.04,8.28,13.5,14.85,14.85,11.88,122.754,138,0.889521739130435
"Wadestown",189,270,252,198,240,231,210,213,324,303,315,219,189,357,3516,203.112,161.964,188.64,199.584,193.2,195.96,298.08,278.76,273.672,216.81,187.11,353.43,2750.322,3051,0.90144936086529
"Crofton Downs",117,120,111,78,84,81,102,132,138,132,117,87,90,159,1548,89.466,63.804,66.024,69.984,93.84,121.44,126.96,121.44,108.54,86.13,89.1,157.41,1194.138,1311,0.910860411899314
"Wilton",117,114,144,120,150,141,156,159,171,189,141,108,108,240,2052,116.064,98.16,117.9,121.824,143.52,146.28,157.32,173.88,134.856,106.92,106.92,237.6,1661.244,1827,0.909274220032841
"Northland North",45,42,42,45,63,75,84,66,60,69,39,33,36,51,753,33.852,36.81,49.518,64.8,77.28,60.72,55.2,63.48,38.16,32.67,35.64,50.49,598.62,663,0.90289592760181
"Karori North",147,192,219,183,174,105,159,162,219,228,195,156,132,324,2595,176.514,149.694,136.764,90.72,146.28,149.04,201.48,209.76,194.364,154.44,130.68,320.76,2060.496,2256,0.913340425531915
"Karori Park",369,312,267,267,273,291,357,417,390,306,264,225,183,411,4338,215.202,218.406,214.578,251.424,328.44,383.64,358.8,281.52,251.46,222.75,181.17,406.89,3314.28,3651,0.907773212818406
"Karori East",186,246,273,258,201,138,144,228,288,285,282,240,204,525,3501,220.038,211.044,157.986,119.232,132.48,209.76,264.96,262.2,263.772,237.6,201.96,519.75,2800.782,3066,0.913497064579256
"Karori South",273,303,306,354,273,228,285,321,381,372,282,234,189,444,4248,246.636,289.572,214.578,196.992,262.2,295.32,350.52,342.24,276.84,231.66,187.11,439.56,3333.228,3669,0.908484055600981
"Northland",144,162,138,213,348,267,228,186,222,180,189,135,117,165,2694,111.228,174.234,273.528,230.688,209.76,171.12,204.24,165.6,158.976,133.65,115.83,163.35,2112.204,2388,0.884507537688442
"Kelburn",90,147,168,633,693,327,195,153,168,192,213,171,168,297,3615,135.408,517.794,544.698,282.528,179.4,140.76,154.56,176.64,184.104,169.29,166.32,294.03,2945.532,3378,0.87197513321492
"Taitville",18,18,12,57,99,57,36,27,33,18,24,18,15,18,450,9.672,46.626,77.814,49.248,33.12,24.84,30.36,16.56,18,17.82,14.85,17.82,356.73,414,0.861666666666667
"Mitchelltown",30,30,30,66,108,57,51,48,54,51,33,45,36,48,687,24.18,53.988,84.888,49.248,46.92,44.16,49.68,46.92,30.096,44.55,35.64,47.52,557.79,627,0.889617224880383
"Brooklyn",210,243,231,261,435,354,366,306,330,339,315,225,171,294,4071,186.186,213.498,341.91,305.856,336.72,281.52,303.6,311.88,265.356,222.75,169.29,291.06,3229.626,3627,0.890440033085194
"Vogeltown West",78,63,54,75,120,63,87,123,114,84,84,69,48,51,1113,43.524,61.35,94.32,54.432,80.04,113.16,104.88,77.28,67.752,68.31,47.52,50.49,863.058,972,0.88791975308642
"Vogeltown",72,54,27,45,99,87,90,87,72,60,57,42,27,69,894,21.762,36.81,77.814,75.168,82.8,80.04,66.24,55.2,42.156,41.58,26.73,68.31,674.61,762,0.885314960629921
"Kingston-Mornington",162,123,108,99,147,207,237,189,192,162,147,111,108,213,2211,87.048,80.982,115.542,178.848,218.04,173.88,176.64,149.04,123.912,109.89,106.92,210.87,1731.612,1920,0.90188125
"Brooklyn South",60,63,75,66,72,87,90,96,87,87,72,57,36,78,1032,60.45,53.988,56.592,75.168,82.8,88.32,80.04,80.04,69.444,56.43,35.64,77.22,816.132,903,0.903800664451827
"Happy Valley-Owhiro Bay",123,144,117,102,93,114,132,147,159,168,132,102,75,144,1743,94.302,83.436,73.098,98.496,121.44,135.24,146.28,154.56,119.196,100.98,74.25,142.56,1343.838,1485,0.904941414141414
"Island Bay West",270,258,180,186,189,201,267,309,306,306,264,165,159,273,3339,145.08,152.148,148.554,173.664,245.64,284.28,281.52,281.52,217.008,163.35,157.41,270.27,2520.444,2805,0.898554010695187
"Island Bay East",258,288,237,201,216,201,216,300,324,297,276,189,159,360,3525,191.022,164.418,169.776,173.664,198.72,276,298.08,273.24,246.204,187.11,157.41,356.4,2692.044,2976,0.904584677419355
"Melrose-Houghton Bay-Southgate",243,231,243,174,201,285,282,324,312,333,288,192,162,297,3564,195.858,142.332,157.986,246.24,259.44,298.08,287.04,306.36,255.204,190.08,160.38,294.03,2793.03,3093,0.903016488845781
"Berhampore West",210,138,90,144,231,252,267,201,183,159,126,99,123,372,2601,72.54,117.792,181.566,217.728,245.64,184.92,168.36,146.28,105.192,98.01,121.77,368.28,2028.078,2247,0.902571428571428
"Newtown West",156,111,69,192,726,459,315,252,189,150,99,114,78,231,3138,55.614,157.056,570.636,396.576,289.8,231.84,173.88,138,81.972,112.86,77.22,228.69,2514.144,2874,0.874789144050104
"Berhampore East",87,69,45,42,96,81,108,117,96,69,48,42,33,78,1005,36.27,34.356,75.456,69.984,99.36,107.64,88.32,63.48,44.316,41.58,32.67,77.22,770.652,855,0.901347368421053
"Newtown East",315,195,165,279,771,669,456,354,321,267,249,270,186,369,4878,132.99,228.222,606.006,578.016,419.52,325.68,295.32,245.64,202.788,267.3,184.14,365.31,3850.932,4356,0.884052341597796
"Adelaide",21,15,9,153,243,147,81,57,39,27,42,36,30,120,1023,7.254,125.154,190.998,127.008,74.52,52.44,35.88,24.84,26.748,35.64,29.7,118.8,848.982,984,0.862786585365854
"Oriental Bay",24,27,24,24,90,90,111,57,51,51,60,66,87,291,1056,19.344,19.632,70.74,77.76,102.12,52.44,46.92,46.92,42.624,65.34,86.13,288.09,918.06,1002,0.91622754491018
"Roseneath",57,60,75,66,126,234,201,129,111,123,129,111,108,207,1731,60.45,53.988,99.036,202.176,184.92,118.68,102.12,113.16,100.908,109.89,106.92,204.93,1457.178,1620,0.899492592592593
"Hataitai North",294,297,231,213,504,453,441,372,375,339,315,234,198,300,4563,186.186,174.234,396.144,391.392,405.72,342.24,345,311.88,265.356,231.66,196.02,297,3542.832,3975,0.891278490566038
"Kilbirnie East",216,165,174,186,213,222,273,234,231,216,204,165,132,582,3216,140.244,152.148,167.418,191.808,251.16,215.28,212.52,198.72,181.512,163.35,130.68,576.18,2581.02,2832,0.911377118644068
"Kilbirnie West-Hataitai South",165,174,147,150,318,369,333,261,270,261,207,147,114,288,3207,118.482,122.7,249.948,318.816,306.36,240.12,248.4,240.12,172.476,145.53,112.86,285.12,2560.932,2865,0.893868062827225
"Evans Bay Marina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,NA,NA,NA
"Lyall Bay-Airport-Moa Point",222,210,177,174,165,201,243,282,291,255,237,156,114,318,3045,142.662,142.332,129.69,173.664,223.56,259.44,267.72,234.6,200.916,154.44,112.86,314.82,2356.704,2613,0.901915040183697
"Seatoun Tunnel West",36,51,51,57,30,33,30,48,63,72,48,45,36,102,699,41.106,46.626,23.58,28.512,27.6,44.16,57.96,66.24,46.692,44.55,35.64,100.98,563.646,615,0.91649756097561
"Strathmore Park",300,279,282,297,243,207,207,276,294,315,276,222,171,336,3702,227.292,242.946,190.998,178.848,190.44,253.92,270.48,289.8,264.024,219.78,169.29,332.64,2830.458,3126,0.905456813819578
"Miramar South",246,222,246,243,219,207,264,291,267,273,222,198,177,498,3576,198.276,198.774,172.134,178.848,242.88,267.72,245.64,251.16,219.96,196.02,175.23,493.02,2839.662,3105,0.914544927536232
"Miramar North",201,192,186,135,126,120,189,216,243,216,180,126,105,264,2502,149.916,110.43,99.036,103.68,173.88,198.72,223.56,198.72,173.016,124.74,103.95,261.36,1921.008,2106,0.912159544159544
"Miramar",183,141,147,126,120,147,174,204,210,180,159,144,120,363,2412,118.482,103.068,94.32,127.008,160.08,187.68,193.2,165.6,145.98,142.56,118.8,359.37,1916.148,2094,0.915065902578797
"Karaka Bay-Worser Bay",90,96,96,81,57,39,66,90,123,141,147,120,102,192,1443,77.376,66.258,44.802,33.696,60.72,82.8,113.16,129.72,119.16,118.8,100.98,190.08,1137.552,1254,0.907138755980861
"Seatoun",156,195,213,147,72,45,90,132,198,237,243,138,114,252,2235,171.678,120.246,56.592,38.88,82.8,121.44,182.16,218.04,218.484,136.62,112.86,249.48,1709.28,1881,0.908708133971292
"Maupuia",111,87,75,78,93,114,135,129,120,108,105,93,87,159,1497,60.45,63.804,73.098,98.496,124.2,118.68,110.4,99.36,87.66,92.07,86.13,157.41,1171.758,1296,0.904134259259259
"Miramar West",30,36,48,30,24,30,33,30,24,30,24,27,9,30,399,38.688,24.54,18.864,25.92,30.36,27.6,22.08,27.6,32.256,26.73,8.91,29.7,313.248,339,0.924035398230089
"Makara-Ohariu",36,60,66,69,39,36,42,42,66,90,102,63,54,78,840,53.196,56.442,30.654,31.104,38.64,38.64,60.72,82.8,82.44,62.37,53.46,77.22,667.686,747,0.893823293172691
"Mangatainoka",108,114,126,99,66,66,90,102,123,138,126,135,93,168,1560,101.556,80.982,51.876,57.024,82.8,93.84,113.16,126.96,119.448,133.65,92.07,166.32,1219.686,1332,0.91568018018018
"Pahiatua",186,192,153,150,120,135,120,129,135,141,141,159,138,504,2412,123.318,122.7,94.32,116.64,110.4,118.68,124.2,129.72,138.42,157.41,136.62,498.96,1871.388,2025,0.924142222222222
"Eketahuna",27,24,27,24,24,12,15,33,33,27,36,27,30,111,441,21.762,19.632,18.864,10.368,13.8,30.36,30.36,24.84,30.564,26.73,29.7,109.89,366.87,399,0.919473684210526
"Nireaha-Tiraumea",99,90,90,51,48,54,72,75,78,72,78,81,45,87,1020,72.54,41.718,37.728,46.656,66.24,69,71.76,66.24,78.696,80.19,44.55,86.13,761.448,831,0.916303249097473
"Homebush-Te Ore Ore",12,21,36,45,15,12,21,21,36,42,48,69,57,117,549,29.016,36.81,11.79,10.368,19.32,19.32,33.12,38.64,40.752,68.31,56.43,115.83,479.706,519,0.924289017341041
"Opaki-Fernridge",63,90,105,87,54,42,39,48,99,138,138,144,144,225,1416,84.63,71.166,42.444,36.288,35.88,44.16,91.08,126.96,117.756,142.56,142.56,222.75,1158.234,1263,0.917049881235154
"Kopuaranga",72,135,111,102,36,39,60,84,129,138,144,162,147,216,1572,89.466,83.436,28.296,33.696,55.2,77.28,118.68,126.96,123.444,160.38,145.53,213.84,1256.208,1368,0.918280701754386
"Whareama",96,132,105,78,69,78,72,90,138,138,153,174,144,219,1683,84.63,63.804,54.234,67.392,66.24,82.8,126.96,126.96,126.036,172.26,142.56,216.81,1330.686,1458,0.912679012345679
"Masterton Central",27,18,33,30,42,24,21,30,30,36,30,39,36,189,579,26.598,24.54,33.012,20.736,19.32,27.6,27.6,33.12,29.628,38.61,35.64,187.11,503.514,540,0.932433333333333
"Masterton West",192,189,258,270,177,120,138,135,195,204,222,204,180,552,3033,207.948,220.86,139.122,103.68,126.96,124.2,179.4,187.68,224.712,201.96,178.2,546.48,2441.202,2655,0.919473446327684
"Masterton East",270,285,267,276,216,180,210,204,228,207,237,210,192,597,3579,215.202,225.768,169.776,155.52,193.2,187.68,209.76,190.44,236.556,207.9,190.08,591.03,2772.912,3024,0.916968253968254
"Solway North",144,150,159,174,138,114,114,123,135,147,165,165,132,507,2370,128.154,142.332,108.468,98.496,104.88,113.16,124.2,135.24,154.044,163.35,130.68,501.93,1904.934,2073,0.918926193921852
"Solway South",213,228,207,186,204,168,198,153,201,210,195,186,153,495,2991,166.842,152.148,160.344,145.152,182.16,140.76,184.92,193.2,189.612,184.14,151.47,490.05,2340.798,2556,0.915805164319249
"Ngaumutawa",90,96,78,78,66,78,66,63,81,63,84,93,78,357,1377,62.868,63.804,51.876,67.392,60.72,57.96,74.52,57.96,77.256,92.07,77.22,353.43,1097.076,1185,0.92580253164557
"Masterton Railway",27,18,27,18,27,21,15,21,24,9,21,21,6,21,282,21.762,14.724,21.222,18.144,13.8,19.32,22.08,8.28,22.284,20.79,5.94,20.79,209.136,231,0.905350649350649
"Lansdowne",249,231,240,204,189,198,195,201,237,210,273,243,288,969,3930,193.44,166.872,148.554,171.072,179.4,184.92,218.04,193.2,245.736,240.57,285.12,959.31,3186.234,3447,0.924349869451697
"Waingawa",27,30,18,99,21,15,18,27,39,33,33,45,36,39,480,14.508,80.982,16.506,12.96,16.56,24.84,35.88,30.36,25.344,44.55,35.64,38.61,376.74,423,0.890638297872341
"Mt Holdsworth",75,90,102,93,39,42,42,75,129,117,132,120,108,180,1347,82.212,76.074,30.654,36.288,38.64,69,118.68,107.64,113.256,118.8,106.92,178.2,1076.364,1179,0.912946564885496
"Te Wharau",132,138,129,93,45,42,96,120,114,141,153,147,138,231,1722,103.974,76.074,35.37,36.288,88.32,110.4,104.88,129.72,135.54,145.53,136.62,228.69,1331.406,1449,0.918844720496894
"Carterton",309,303,285,264,204,168,222,252,315,306,330,306,327,1098,4686,229.71,215.952,160.344,145.152,204.24,231.84,289.8,281.52,295.02,302.94,323.73,1087.02,3767.268,4077,0.924029433406917
"Tuturumuri",24,36,33,12,18,15,15,30,24,30,42,27,36,51,390,26.598,9.816,14.148,12.96,13.8,27.6,22.08,27.6,36.252,26.73,35.64,50.49,303.714,333,0.912054054054054
"Kahutara",207,258,216,192,138,96,117,213,249,249,297,252,246,477,3213,174.096,157.056,108.468,82.944,107.64,195.96,229.08,229.08,249.48,249.48,243.54,472.23,2499.054,2742,0.911398249452954
"Inland Water-Lake Wairarapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greytown",126,138,132,108,72,63,87,102,132,147,162,153,171,606,2202,106.392,88.344,56.592,54.432,80.04,93.84,121.44,135.24,141.696,151.47,169.29,599.94,1798.716,1935,0.929568992248062
"Featherston",159,132,132,129,114,84,123,138,165,177,171,144,174,408,2250,106.392,105.522,89.604,72.576,113.16,126.96,151.8,162.84,146.664,142.56,172.26,403.92,1794.258,1959,0.915905053598775
"Martinborough",105,78,72,66,57,66,66,87,111,99,114,108,123,318,1470,58.032,53.988,44.802,57.024,60.72,80.04,102.12,91.08,91.44,106.92,121.77,314.82,1182.756,1287,0.919002331002331
"Havelock",30,18,18,21,24,24,24,24,30,30,42,30,51,126,486,14.508,17.178,18.864,20.736,22.08,22.08,27.6,27.6,30.312,29.7,50.49,124.74,405.888,444,0.914162162162162
"Renwick",177,168,153,105,93,141,138,138,186,150,138,138,126,264,2118,123.318,85.89,73.098,121.824,126.96,126.96,171.12,138,136.764,136.62,124.74,261.36,1626.654,1770,0.919013559322034
"Woodbourne",42,33,15,33,69,66,45,30,18,12,12,9,6,12,399,12.09,26.994,54.234,57.024,41.4,27.6,16.56,11.04,12.564,8.91,5.94,11.88,286.236,327,0.875339449541285
"Omaka",51,63,72,54,21,36,39,51,48,72,66,75,69,132,849,58.032,44.172,16.506,31.104,35.88,46.92,44.16,66.24,64.944,74.25,68.31,130.68,681.198,735,0.9268
"Spring Creek-Grovetown",78,84,78,87,42,48,63,87,99,108,120,108,96,174,1275,62.868,71.166,33.012,41.472,57.96,80.04,91.08,99.36,97.128,106.92,95.04,172.26,1008.306,1110,0.908383783783784
"Riverlands",24,30,42,30,24,15,21,30,39,39,45,21,39,75,468,33.852,24.54,18.864,12.96,19.32,27.6,35.88,35.88,41.472,20.79,38.61,74.25,384.018,420,0.914328571428571
"Waikawa",69,60,42,51,33,45,54,54,57,102,114,99,162,372,1311,33.852,41.718,25.938,38.88,49.68,49.68,52.44,93.84,79.56,98.01,160.38,368.28,1092.258,1185,0.92173670886076
"Marlborough Sounds Coastal Marine",0,0,0,3,0,0,0,3,0,3,3,6,6,12,33,0,2.454,0,0,0,2.76,0,2.76,1.656,5.94,5.94,11.88,33.39,36,0.9275
"Marlborough Sounds Terrestrial",141,174,165,129,96,102,120,174,195,246,270,318,330,768,3231,132.99,105.522,75.456,88.128,110.4,160.08,179.4,226.32,214.38,314.82,326.7,760.32,2694.516,2913,0.924996910401648
"Wairau North",21,33,45,30,9,9,21,30,42,45,39,39,30,42,435,36.27,24.54,7.074,7.776,19.32,27.6,38.64,41.4,39.348,38.61,29.7,41.58,351.858,381,0.923511811023622
"Tuamarina",63,81,78,60,36,21,39,81,99,96,111,102,99,159,1122,62.868,49.08,28.296,18.144,35.88,74.52,91.08,88.32,92.16,100.98,98.01,157.41,896.748,981,0.91411620795107
"Rapaura",69,84,66,63,39,30,39,81,81,105,108,90,120,219,1200,53.196,51.534,30.654,25.92,35.88,74.52,74.52,96.6,85.752,89.1,118.8,216.81,953.286,1041,0.915740634005764
"Wairau South",93,93,108,81,36,45,72,108,96,120,171,138,135,228,1524,87.048,66.258,28.296,38.88,66.24,99.36,88.32,110.4,137.16,136.62,133.65,225.72,1217.952,1338,0.91027802690583
"Weld Pass",12,15,12,9,9,9,9,12,18,24,24,24,18,18,207,9.672,7.362,7.074,7.776,8.28,11.04,16.56,22.08,18,23.76,17.82,17.82,167.244,186,0.899161290322581
"Fairhall",21,21,24,15,6,6,6,15,27,36,36,39,48,87,381,19.344,12.27,4.716,5.184,5.52,13.8,24.84,33.12,29.376,38.61,47.52,86.13,320.43,345,0.928782608695652
"Severn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
